Year,ANZSCO,Occupation,Skill Level,Automation probability,Employed total,Share of workforce (%),Sub-Major Group,Major Group
1988,3932,Clothing Trades Workers,3,80.9,12220,0.17,Other Technicians and Trades Workers,Technicians and Trades Workers
1988,3923,Printers,3,83,23832,0.33,Other Technicians and Trades Workers,Technicians and Trades Workers
1988,3911,Hairdressers,3,15.8,42897,0.61,Other Technicians and Trades Workers,Technicians and Trades Workers
1988,3994,Jewellers,3,95,4320,0.06,Other Technicians and Trades Workers,Technicians and Trades Workers
1988,3996,Signwriters,3,93.3,5649,0.08,Other Technicians and Trades Workers,Technicians and Trades Workers
1988,3991,Boat Builders and Shipwrights,3,76,4530,0.06,Other Technicians and Trades Workers,Technicians and Trades Workers
1988,3993,"Gallery, Library and Museum Technicians",2,90.7,1567,0.02,Other Technicians and Trades Workers,Technicians and Trades Workers
1988,3933,Upholsterers,3,39,5701,0.08,Other Technicians and Trades Workers,Technicians and Trades Workers
1988,3999,Other Miscellaneous Technicians and Trades Workers,3,46.6,5502,0.07,Other Technicians and Trades Workers,Technicians and Trades Workers
1988,3992,"Chemical, Gas, Petroleum and Power Generation Plant Operators",3,60.3,12304,0.17,Other Technicians and Trades Workers,Technicians and Trades Workers
1988,3995,Performing Arts Technicians,3,49.6,7579,0.1,Other Technicians and Trades Workers,Technicians and Trades Workers
1988,5211,Personal Assistants,3,85.1,75117,1.06,Personal Assistants and Secretaries,Clerical and Administrative Workers
1988,5212,Secretaries,3,95.4,129984,1.84,Personal Assistants and Secretaries,Clerical and Administrative Workers
1988,4412,Fire and Emergency Workers,3,19,11644,0.16,Protective Service Workers,Community and Personal Service Workers
1988,4421,Prison Officers,4,54.6,6901,0.09,Protective Service Workers,Community and Personal Service Workers
1988,4413,Police,2,10.4,35087,0.49,Protective Service Workers,Community and Personal Service Workers
1988,4422,Security Officers and Guards,5,83.1,28886,0.41,Protective Service Workers,Community and Personal Service Workers
1988,7312,Bus and Coach Drivers,4,82.3,26120,0.37,Road and Rail Drivers,Machinery Operators and Drivers
1988,7321,Delivery Drivers,4,78.7,29900,0.42,Road and Rail Drivers,Machinery Operators and Drivers
1988,7311,Automobile Drivers,4,78.7,23761,0.33,Road and Rail Drivers,Machinery Operators and Drivers
1988,7313,Train and Tram Drivers,4,75.8,12512,0.17,Road and Rail Drivers,Machinery Operators and Drivers
1988,7331,Truck Drivers,4,78.4,123825,1.76,Road and Rail Drivers,Machinery Operators and Drivers
1988,6213,Motor Vehicle and Vehicle Parts Salespersons,4,92.3,20009,0.28,Sales Assistants and Salespersons,Sales Workers
1988,6215,Retail Supervisors,4,28,15333,0.21,Sales Assistants and Salespersons,Sales Workers
1988,6212,ICT Sales Assistants,5,92.3,9991,0.14,Sales Assistants and Salespersons,Sales Workers
1988,6211,Sales Assistants (General),5,91.7,320027,4.55,Sales Assistants and Salespersons,Sales Workers
1988,6219,Other Sales Assistants and Salespersons,5,96.2,6347,0.09,Sales Assistants and Salespersons,Sales Workers
1988,6217,Street Vendors and Related Salespersons,5,94,11902,0.16,Sales Assistants and Salespersons,Sales Workers
1988,6214,Pharmacy Sales Assistants,5,92.3,20421,0.29,Sales Assistants and Salespersons,Sales Workers
1988,6216,Service Station Attendants,5,75.5,7560,0.1,Sales Assistants and Salespersons,Sales Workers
1988,6112,Insurance Agents,3,88.5,12797,0.18,Sales Representatives and Agents,Sales Workers
1988,6111,"Auctioneers, and Stock and Station Agents",3,34.7,2743,0.03,Sales Representatives and Agents,Sales Workers
1988,6121,Real Estate Sales Agents,3,79.5,34520,0.49,Sales Representatives and Agents,Sales Workers
1988,6113,Sales Representatives,4,77.9,70335,1,Sales Representatives and Agents,Sales Workers
1988,6311,Checkout Operators and Office Cashiers,5,96.9,60256,0.85,Sales Support Workers,Sales Workers
1988,6399,Other Sales Support Workers,5,78.6,881,0.01,Sales Support Workers,Sales Workers
1988,6394,Ticket Salespersons,5,93.2,10758,0.15,Sales Support Workers,Sales Workers
1988,6393,Telemarketers,5,99,8721,0.12,Sales Support Workers,Sales Workers
1988,6392,Retail and Wool Buyers,3,64.1,2861,0.04,Sales Support Workers,Sales Workers
1988,6395,Visual Merchandisers,4,28.4,2141,0.03,Sales Support Workers,Sales Workers
1988,6391,Models and Sales Demonstrators,5,54.4,7924,0.11,Sales Support Workers,Sales Workers
1988,3611,Animal Attendants and Trainers,3,73.9,9177,0.13,Skilled Animal and Horticultural Workers,Technicians and Trades Workers
1988,3623,Greenkeepers,3,66,9915,0.14,Skilled Animal and Horticultural Workers,Technicians and Trades Workers
1988,3622,Gardeners,3,66,31103,0.44,Skilled Animal and Horticultural Workers,Technicians and Trades Workers
1988,3613,Veterinary Nurses,3,42.6,3544,0.05,Skilled Animal and Horticultural Workers,Technicians and Trades Workers
1988,3612,Shearers,3,61.8,10250,0.14,Skilled Animal and Horticultural Workers,Technicians and Trades Workers
1988,3624,Nurserypersons,3,66,7238,0.1,Skilled Animal and Horticultural Workers,Technicians and Trades Workers
1988,3621,Florists,3,40,5366,0.07,Skilled Animal and Horticultural Workers,Technicians and Trades Workers
1988,1325,Research and Development Managers,1,1.7,3369,0.04,Specialist Managers,Managers
1988,1341,Child Care Centre Managers,1,1.5,3570,0.05,Specialist Managers,Managers
1988,1399,Other Specialist Managers,1,13.1,10285,0.14,Specialist Managers,Managers
1988,1324,Policy and Planning Managers,1,25,17102,0.24,Specialist Managers,Managers
1988,1323,Human Resource Managers,1,11.3,9944,0.14,Specialist Managers,Managers
1988,1351,ICT Managers,1,3.5,8820,0.12,Specialist Managers,Managers
1988,1331,Construction Managers,1,9.5,51639,0.73,Specialist Managers,Managers
1988,1391,Commissioned Officers (Management),1,25,1080,0.01,Specialist Managers,Managers
1988,1336,"Supply, Distribution and Procurement Managers",1,59,10014,0.14,Specialist Managers,Managers
1988,1322,Finance Managers,1,6.9,23333,0.33,Specialist Managers,Managers
1988,1334,Manufacturers,1,3,26268,0.37,Specialist Managers,Managers
1988,1333,"Importers, Exporters and Wholesalers",1,23.9,11957,0.17,Specialist Managers,Managers
1988,1311,"Advertising, Public Relations and Sales Managers",1,1.5,50712,0.72,Specialist Managers,Managers
1988,1343,School Principals,1,0.7,9437,0.13,Specialist Managers,Managers
1988,1332,Engineering Managers,1,25,3015,0.04,Specialist Managers,Managers
1988,1335,Production Managers,1,5.5,32353,0.46,Specialist Managers,Managers
1988,1321,Corporate Services Managers,1,38.9,2113,0.03,Specialist Managers,Managers
1988,1344,Other Education Managers,1,0.7,4255,0.06,Specialist Managers,Managers
1988,1342,Health and Welfare Services Managers,1,5,3064,0.04,Specialist Managers,Managers
1988,4514,"Gallery, Museum and Tour Guides",4,61,3922,0.05,Sports and Personal Service Workers,Community and Personal Service Workers
1988,4518,Other Personal Service Workers,4,51.8,3185,0.04,Sports and Personal Service Workers,Community and Personal Service Workers
1988,4515,Personal Care Consultants,4,35.1,1220,0.01,Sports and Personal Service Workers,Community and Personal Service Workers
1988,4516,Tourism and Travel Advisers,4,45.6,12579,0.17,Sports and Personal Service Workers,Community and Personal Service Workers
1988,4517,Travel Attendants,3,35.4,6437,0.09,Sports and Personal Service Workers,Community and Personal Service Workers
1988,4511,Beauty Therapists,4,35.1,6144,0.08,Sports and Personal Service Workers,Community and Personal Service Workers
1988,4524,Sportspersons,3,40.3,2228,0.03,Sports and Personal Service Workers,Community and Personal Service Workers
1988,4513,Funeral Workers,2,39,1833,0.02,Sports and Personal Service Workers,Community and Personal Service Workers
1988,4522,Outdoor Adventure Guides,4,8.3,238,0,Sports and Personal Service Workers,Community and Personal Service Workers
1988,4521,Fitness Instructors,4,8.3,4012,0.05,Sports and Personal Service Workers,Community and Personal Service Workers
1988,4512,Driving Instructors,3,13,2491,0.03,Sports and Personal Service Workers,Community and Personal Service Workers
1988,4523,"Sports Coaches, Instructors and Officials",3,8.9,7527,0.1,Sports and Personal Service Workers,Community and Personal Service Workers
1988,7411,Storepersons,4,76.4,61912,0.88,Storepersons,Machinery Operators and Drivers
1989,2114,Visual Arts and Crafts Professionals,1,16.5,10240,0.13,Arts and Media Professionals,Professionals
1989,2123,"Film, Television, Radio and Stage Directors",1,8.5,4485,0.06,Arts and Media Professionals,Professionals
1989,2124,Journalists and Other Writers,1,17,15779,0.21,Arts and Media Professionals,Professionals
1989,2112,Music Professionals,1,5.2,7699,0.1,Arts and Media Professionals,Professionals
1989,2122,"Authors, and Book and Script Editors",1,38.5,2959,0.04,Arts and Media Professionals,Professionals
1989,2113,Photographers,1,2.1,4979,0.06,Arts and Media Professionals,Professionals
1989,2121,"Artistic Directors, and Media Producers and Presenters",1,10,5558,0.07,Arts and Media Professionals,Professionals
1989,2111,"Actors, Dancers and Other Entertainers",1,21.4,3847,0.05,Arts and Media Professionals,Professionals
1989,3222,Sheetmetal Trades Workers,3,80.7,16979,0.23,Automotive and Engineering Trades Workers,Technicians and Trades Workers
1989,3223,Structural Steel and Welding Trades Workers,3,83.2,62206,0.84,Automotive and Engineering Trades Workers,Technicians and Trades Workers
1989,3211,Automotive Electricians,3,59.2,7493,0.1,Automotive and Engineering Trades Workers,Technicians and Trades Workers
1989,3221,"Metal Casting, Forging and Finishing Trades Workers",3,92.2,7199,0.09,Automotive and Engineering Trades Workers,Technicians and Trades Workers
1989,3231,Aircraft Maintenance Engineers,3,52.4,7859,0.1,Automotive and Engineering Trades Workers,Technicians and Trades Workers
1989,3242,Vehicle Body Builders and Trimmers,3,68.2,6302,0.08,Automotive and Engineering Trades Workers,Technicians and Trades Workers
1989,3243,Vehicle Painters,3,79.6,7725,0.1,Automotive and Engineering Trades Workers,Technicians and Trades Workers
1989,3212,Motor Mechanics,3,65.1,103144,1.4,Automotive and Engineering Trades Workers,Technicians and Trades Workers
1989,3241,Panelbeaters,3,80.7,26803,0.36,Automotive and Engineering Trades Workers,Technicians and Trades Workers
1989,3232,Metal Fitters and Machinists,3,64.4,119744,1.62,Automotive and Engineering Trades Workers,Technicians and Trades Workers
1989,3233,Precision Metal Trades Workers,3,55.8,10183,0.13,Automotive and Engineering Trades Workers,Technicians and Trades Workers
1989,3234,Toolmakers and Engineering Patternmakers,3,79,11018,0.14,Automotive and Engineering Trades Workers,Technicians and Trades Workers
1989,2232,ICT Trainers,1,1.4,3043,0.04,"Business, Human Resource and Marketing Professionals",Professionals
1989,2231,Human Resource Professionals,1,24.8,18804,0.25,"Business, Human Resource and Marketing Professionals",Professionals
1989,2241,"Actuaries, Mathematicians and Statisticians",1,11.9,2232,0.03,"Business, Human Resource and Marketing Professionals",Professionals
1989,2233,Training and Development Professionals,1,1.4,7330,0.09,"Business, Human Resource and Marketing Professionals",Professionals
1989,2221,Financial Brokers,2,36,9115,0.12,"Business, Human Resource and Marketing Professionals",Professionals
1989,2211,Accountants,1,94.3,86474,1.17,"Business, Human Resource and Marketing Professionals",Professionals
1989,2223,Financial Investment Advisers and Managers,1,43.8,13537,0.18,"Business, Human Resource and Marketing Professionals",Professionals
1989,2222,Financial Dealers,1,20.5,10579,0.14,"Business, Human Resource and Marketing Professionals",Professionals
1989,2242,"Archivists, Curators and Records Managers",1,56,1174,0.01,"Business, Human Resource and Marketing Professionals",Professionals
1989,2252,ICT Sales Professionals,1,15.1,6741,0.09,"Business, Human Resource and Marketing Professionals",Professionals
1989,2251,Advertising and Marketing Professionals,1,58.2,13933,0.18,"Business, Human Resource and Marketing Professionals",Professionals
1989,2253,Public Relations Professionals,1,18,6435,0.08,"Business, Human Resource and Marketing Professionals",Professionals
1989,2212,"Auditors, Company Secretaries and Corporate Treasurers",1,76.3,8106,0.11,"Business, Human Resource and Marketing Professionals",Professionals
1989,2254,Technical Sales Representatives,1,21.7,16777,0.22,"Business, Human Resource and Marketing Professionals",Professionals
1989,2249,Other Information and Organisation Professionals,1,35.2,3483,0.04,"Business, Human Resource and Marketing Professionals",Professionals
1989,2244,Intelligence and Policy Analysts,1,23,3955,0.05,"Business, Human Resource and Marketing Professionals",Professionals
1989,2243,Economists,1,43,2055,0.02,"Business, Human Resource and Marketing Professionals",Professionals
1989,2245,Land Economists and Valuers,1,67.6,4091,0.05,"Business, Human Resource and Marketing Professionals",Professionals
1989,2247,Management and Organisation Analysts,1,10.9,13916,0.18,"Business, Human Resource and Marketing Professionals",Professionals
1989,2246,Librarians,1,59.5,11482,0.15,"Business, Human Resource and Marketing Professionals",Professionals
1989,4234,Special Care Workers,4,9.3,489,0,Carers and Aides,Community and Personal Service Workers
1989,4233,Nursing Support and Personal Care Workers,4,47.4,39528,0.53,Carers and Aides,Community and Personal Service Workers
1989,4232,Dental Assistants,4,60.1,11751,0.15,Carers and Aides,Community and Personal Service Workers
1989,4211,Child Carers,4,8.4,28842,0.39,Carers and Aides,Community and Personal Service Workers
1989,4221,Education Aides,4,56,24123,0.32,Carers and Aides,Community and Personal Service Workers
1989,4231,Aged and Disabled Carers,4,55,16857,0.22,Carers and Aides,Community and Personal Service Workers
1989,1111,Chief Executives and Managing Directors,1,14,24053,0.32,"Chief Executives, General Managers and Legislators",Managers
1989,1112,General Managers,1,14,21128,0.28,"Chief Executives, General Managers and Legislators",Managers
1989,8112,Commercial Cleaners,5,65.5,150749,2.04,Cleaners and Laundry Workers,Labourers
1989,8111,Car Detailers,5,37,14890,0.2,Cleaners and Laundry Workers,Labourers
1989,8113,Domestic Cleaners,5,69,26386,0.35,Cleaners and Laundry Workers,Labourers
1989,8116,Other Cleaners,5,78.5,16059,0.21,Cleaners and Laundry Workers,Labourers
1989,8115,Laundry Workers,5,73.1,20514,0.27,Cleaners and Laundry Workers,Labourers
1989,8114,Housekeepers,5,70.6,11556,0.15,Cleaners and Laundry Workers,Labourers
1989,5619,Other Clerical and Office Support Workers,5,96.7,40721,0.55,Clerical and Office Support Workers,Clerical and Administrative Workers
1989,5614,Mail Sorters,5,77.2,17005,0.23,Clerical and Office Support Workers,Clerical and Administrative Workers
1989,5615,Survey Interviewers,5,94,15860,0.21,Clerical and Office Support Workers,Clerical and Administrative Workers
1989,5616,Switchboard Operators,5,96.1,12210,0.16,Clerical and Office Support Workers,Clerical and Administrative Workers
1989,5611,Betting Clerks,5,76.9,4642,0.06,Clerical and Office Support Workers,Clerical and Administrative Workers
1989,5612,Couriers and Postal Deliverers,5,77.8,35854,0.48,Clerical and Office Support Workers,Clerical and Administrative Workers
1989,5613,Filing and Registry Clerks,5,94.5,13771,0.18,Clerical and Office Support Workers,Clerical and Administrative Workers
